name,hanja,category,meaning
승우,賢昊,Strength,Unshakable courage and will
현준,潤永,Faith,Loyalty beyond time
우진,眞俊,Faith,Unwavering belief and trust
도현,善俊,Vision,Imagination shaping tomorrow
지호,瑛潾,Strength,Enduring force of conviction
서준,彩潾,Vision,Clarity to see beyond
현준,心燦,Wisdom,Understanding that leads others
유준,慧泰,Unity,Strength through cooperation
태윤,花鎭,Justice,Truth as the foundation
현우,智民,Strength,Unshakable courage and will
태윤,星民,Wisdom,Insight born from experience
준우,善信,Light,Brightness of a pure heart
도현,柔信,Wisdom,Sharp mind and clear judgment
지호,智俊,Strength,Enduring force of conviction
태윤,彩基,Faith,Dedication to truth and honor
시우,映賢,Unity,Connection that bridges hearts
현준,星賢,Hope,Vision for a better future
민준,希周,Faith,Unwavering belief and trust
지호,京潤,Growth,Ambition toward greatness
재윤,眞炫,Honor,Dignity in every action
수현,善周,Peace,Calm strength in adversity
준호,恩宰,Peace,Tranquil heart of a leader
유준,善炫,Light,Integrity shining through action
서준,京鎭,Vision,Clarity to see beyond
준우,映俊,Peace,Calm strength in adversity
도현,星昊,Faith,Loyalty beyond time
승우,雅成,Strength,Unshakable courage and will
준우,善宰,Light,Integrity shining through action
민재,星勇,Hope,Optimism in every challenge
시우,珠宰,Wisdom,Insight born from experience
도윤,京昊,Vision,Imagination shaping tomorrow
준호,智潤,Hope,Optimism in every challenge
민재,賢榮,Honor,Dignity in every action
성민,花弼,Wisdom,Sharp mind and clear judgment
도윤,希民,Honor,Moral integrity unbroken
유준,娜潤,Vision,Imagination shaping tomorrow
현준,智弼,Justice,Fairness guiding decisions
성민,京昊,Peace,Balance between will and rest
지호,心昊,Peace,Balance between will and rest
태윤,雅信,Vision,Clarity to see beyond
하준,瑛宇,Light,Integrity shining through action
민준,恩炫,Strength,Power built from perseverance
민재,雅潤,Light,Brightness of a pure heart
시우,彩炫,Honor,Pride guided by righteousness
서준,智炫,Light,Brightness of a pure heart
민재,順潤,Faith,Dedication to truth and honor
지훈,順泰,Courage,Bravery in every step
지훈,善民,Unity,Strength through cooperation
지훈,京勇,Faith,Loyalty beyond time
민재,星燦,Vision,Clarity to see beyond
지훈,京永,Light,Brightness of a pure heart
승우,映信,Growth,Ambition toward greatness
민재,京俊,Unity,Connection that bridges hearts
민재,善潾,Wisdom,Insight born from experience
민재,希浩,Wisdom,Sharp mind and clear judgment
하준,雅俊,Light,Brightness of a pure heart
도윤,慧宇,Honor,Pride guided by righteousness
유준,珠宇,Faith,Loyalty beyond time
민준,星宰,Honor,Dignity in every action
지훈,星民,Light,Brightness of a pure heart
태윤,慧鎭,Faith,Unwavering belief and trust
승우,花潾,Light,Brightness of a pure heart
태윤,賢泰,Peace,Tranquil heart of a leader
도윤,珠哲,Wisdom,Sharp mind and clear judgment
민준,心哲,Peace,Tranquil heart of a leader
태윤,順燦,Peace,Balance between will and rest
성민,娜信,Justice,Principle above all things
시우,珠炫,Wisdom,Insight born from experience
서준,心勇,Unity,Connection that bridges hearts
시우,智哲,Strength,Enduring force of conviction
성민,星民,Vision,Clarity to see beyond
수현,花弼,Vision,Clarity to see beyond
도윤,恩潤,Justice,Principle above all things
우진,心民,Honor,Pride guided by righteousness
시우,眞民,Growth,Journey to self-mastery
준우,善炫,Peace,Calm strength in adversity
하준,映鎭,Light,Brightness of a pure heart
서준,眞潤,Honor,Pride guided by righteousness
재윤,雅成,Peace,Tranquil heart of a leader
유준,眞信,Vision,Purpose that leads forward
유준,娜宰,Vision,Imagination shaping tomorrow
준우,彩榮,Vision,Clarity to see beyond
수현,映弼,Wisdom,Understanding that leads others
지호,智永,Honor,Dignity in every action
도현,恩永,Honor,Moral integrity unbroken
민준,珠基,Growth,Journey to self-mastery
하준,星榮,Peace,Tranquil heart of a leader
준우,花成,Strength,Unshakable courage and will
준우,潾周,Wisdom,Sharp mind and clear judgment
수현,恩成,Courage,Fearless pursuit of right
지호,映炫,Growth,Patience that nurtures progress
지호,雅宰,Honor,Moral integrity unbroken
도윤,京泰,Vision,Imagination shaping tomorrow
도현,映昊,Unity,Connection that bridges hearts
민재,美俊,Honor,Dignity in every action
준호,柔基,Hope,Optimism in every challenge
현우,慧民,Faith,Unwavering belief and trust
재윤,賢泰,Faith,Loyalty beyond time
도윤,京泰,Hope,Faith in endless possibility
하준,慧燦,Faith,Unwavering belief and trust
준우,彩民,Vision,Purpose that leads forward
지호,心燦,Courage,Bravery in every step
준호,希泰,Vision,Purpose that leads forward
준우,潤潤,Light,Integrity shining through action
재윤,柔泰,Justice,Principle above all things
준호,星弼,Peace,Balance between will and rest
승우,瑛鎭,Light,Brightness of a pure heart
현준,雅炫,Unity,Harmony built on respect
현우,慧信,Justice,Truth as the foundation
도현,星周,Vision,Clarity to see beyond
시우,京民,Hope,Faith in endless possibility
도현,珠潤,Justice,Principle above all things
시우,京宇,Peace,Calm strength in adversity
하준,賢勇,Unity,Connection that bridges hearts
수현,希宰,Vision,Imagination shaping tomorrow
지호,美浩,Wisdom,Sharp mind and clear judgment
시우,慧宰,Peace,Balance between will and rest
수현,雅燦,Strength,Unshakable courage and will
서준,善俊,Hope,Faith in endless possibility
서준,瑛潾,Strength,Unshakable courage and will
민재,花宰,Vision,Clarity to see beyond
유준,映泰,Honor,Moral integrity unbroken
재윤,潤燦,Hope,Faith in endless possibility
지훈,眞永,Faith,Unwavering belief and trust
민재,星浩,Strength,Power built from perseverance
서준,希周,Vision,Clarity to see beyond
유준,慧永,Light,Integrity shining through action
서준,花燦,Strength,Enduring force of conviction
현준,恩永,Light,Brightness of a pure heart
태윤,星炫,Justice,Fairness guiding decisions
재윤,恩燦,Justice,Fairness guiding decisions
현우,恩民,Growth,Journey to self-mastery
성민,眞潤,Faith,Loyalty beyond time
민준,彩成,Strength,Unshakable courage and will
지훈,珠信,Light,Brightness of a pure heart
지훈,希民,Peace,Balance between will and rest
현준,映潤,Faith,Unwavering belief and trust
승우,希賢,Honor,Moral integrity unbroken
현우,潾燦,Vision,Imagination shaping tomorrow
성민,雅哲,Strength,Unshakable courage and will
현준,瑛潤,Courage,Bravery in every step
지훈,善信,Faith,Unwavering belief and trust
우진,潾潤,Peace,Balance between will and rest
현준,順泰,Vision,Imagination shaping tomorrow
민재,美允,Hope,Faith in endless possibility
현우,賢勇,Faith,Loyalty beyond time
민준,美潤,Unity,Harmony built on respect
민준,星周,Justice,Fairness guiding decisions
준우,賢宰,Courage,Bravery in every step
준우,京成,Faith,Unwavering belief and trust
승우,潾宰,Honor,Moral integrity unbroken
성민,賢潤,Wisdom,Understanding that leads others
지호,希民,Growth,Patience that nurtures progress
도현,星基,Vision,Purpose that leads forward
현우,京潾,Peace,Tranquil heart of a leader
민준,彩宇,Vision,Purpose that leads forward
수현,瑛賢,Faith,Loyalty beyond time
유준,賢燦,Growth,Ambition toward greatness
준호,瑛燦,Honor,Pride guided by righteousness
지훈,潤周,Unity,Connection that bridges hearts
민재,雅基,Growth,Ambition toward greatness
시우,星榮,Justice,Fairness guiding decisions
유준,映昊,Peace,Tranquil heart of a leader
수현,潤俊,Peace,Tranquil heart of a leader
우진,賢哲,Courage,Bravery in every step
준호,希成,Wisdom,Understanding that leads others
수현,珠榮,Vision,Purpose that leads forward
태윤,潾榮,Wisdom,Understanding that leads others
재윤,順哲,Justice,Principle above all things
준우,美允,Strength,Unshakable courage and will
하준,慧潾,Growth,Patience that nurtures progress
준호,瑛鎭,Courage,Will to face all trials
승우,賢賢,Justice,Principle above all things
민준,賢宇,Wisdom,Sharp mind and clear judgment
준우,賢昊,Unity,Strength through cooperation
현준,潤周,Vision,Purpose that leads forward
태윤,彩弼,Hope,Faith in endless possibility
시우,賢周,Light,Integrity shining through action
준호,恩潾,Peace,Balance between will and rest
민준,智泰,Justice,Truth as the foundation
승우,潾周,Light,Brightness of a pure heart
승우,美勇,Light,Brightness of a pure heart
민재,瑛民,Justice,Fairness guiding decisions
민재,雅成,Hope,Faith in endless possibility
현준,珠潤,Unity,Strength through cooperation
태윤,彩潤,Light,Clarity that guides others
준호,眞炫,Justice,Fairness guiding decisions
서준,順成,Honor,Moral integrity unbroken
준호,順炫,Justice,Fairness guiding decisions
성민,恩信,Unity,Strength through cooperation
도현,娜允,Faith,Loyalty beyond time
준호,雅宇,Wisdom,Understanding that leads others
지훈,眞賢,Strength,Enduring force of conviction
재윤,慧泰,Vision,Clarity to see beyond
성민,眞炫,Honor,Pride guided by righteousness
성민,珠成,Hope,Optimism in every challenge
승우,潤弼,Strength,Unshakable courage and will
민준,花潤,Unity,Harmony built on respect
우진,星榮,Faith,Loyalty beyond time
태윤,彩信,Peace,Balance between will and rest
현준,彩鎭,Unity,Strength through cooperation
하준,瑛浩,Wisdom,Sharp mind and clear judgment
민재,花宇,Justice,Truth as the foundation
유준,映燦,Courage,Bravery in every step
시우,賢周,Wisdom,Understanding that leads others
재윤,星成,Justice,Truth as the foundation
지훈,恩潾,Light,Clarity that guides others
서준,恩基,Growth,Patience that nurtures progress
현준,心基,Justice,Truth as the foundation
유준,映昊,Wisdom,Sharp mind and clear judgment
태윤,娜永,Justice,Truth as the foundation
도현,潤浩,Unity,Connection that bridges hearts
현준,雅潤,Courage,Will to face all trials
시우,瑛宰,Unity,Strength through cooperation
유준,美浩,Peace,Balance between will and rest
유준,映俊,Wisdom,Sharp mind and clear judgment
수현,智榮,Faith,Unwavering belief and trust
지호,善榮,Light,Brightness of a pure heart
지훈,柔勇,Courage,Bravery in every step
현우,眞潤,Unity,Connection that bridges hearts
도윤,慧基,Unity,Strength through cooperation
우진,心潤,Honor,Pride guided by righteousness
도윤,映宇,Hope,Faith in endless possibility
민준,京榮,Justice,Truth as the foundation
현우,善俊,Faith,Loyalty beyond time
지호,娜燦,Peace,Calm strength in adversity
현우,潾炫,Hope,Optimism in every challenge
도현,花基,Strength,Power built from perseverance
현우,花潤,Hope,Vision for a better future
하준,美賢,Courage,Bravery in every step
승우,恩榮,Honor,Dignity in every action
서준,娜昊,Strength,Power built from perseverance
하준,柔允,Vision,Imagination shaping tomorrow
수현,娜周,Unity,Strength through cooperation
현우,美俊,Wisdom,Insight born from experience
하준,瑛弼,Growth,Patience that nurtures progress
지훈,潤泰,Hope,Optimism in every challenge
유준,心信,Light,Brightness of a pure heart
수현,善炫,Vision,Imagination shaping tomorrow
태윤,眞勇,Unity,Harmony built on respect
지훈,賢永,Justice,Fairness guiding decisions
민준,美昊,Peace,Calm strength in adversity
민재,順浩,Peace,Calm strength in adversity
준우,雅賢,Faith,Unwavering belief and trust
승우,恩民,Strength,Power built from perseverance
수현,雅成,Vision,Purpose that leads forward
도윤,娜周,Vision,Clarity to see beyond
재윤,京民,Peace,Balance between will and rest
재윤,柔永,Strength,Unshakable courage and will
지호,彩宇,Honor,Dignity in every action
현준,柔信,Wisdom,Insight born from experience
우진,善宇,Light,Brightness of a pure heart
도윤,柔弼,Growth,Patience that nurtures progress
도윤,心弼,Growth,Journey to self-mastery
하준,順信,Strength,Unshakable courage and will
유준,映昊,Faith,Loyalty beyond time
준호,美宇,Wisdom,Sharp mind and clear judgment
태윤,娜勇,Unity,Strength through cooperation
승우,心俊,Light,Clarity that guides others
서준,眞永,Growth,Patience that nurtures progress
현준,瑛潾,Vision,Purpose that leads forward
하준,星潤,Strength,Enduring force of conviction
시우,瑛俊,Faith,Loyalty beyond time
민재,京周,Peace,Tranquil heart of a leader
성민,慧榮,Wisdom,Insight born from experience
성민,心榮,Strength,Unshakable courage and will
우진,美炫,Courage,Will to face all trials
지호,恩炫,Strength,Enduring force of conviction
우진,智泰,Courage,Bravery in every step
도윤,善榮,Peace,Balance between will and rest
서준,瑛宰,Strength,Enduring force of conviction
성민,柔昊,Unity,Strength through cooperation
우진,瑛浩,Justice,Fairness guiding decisions
민준,智哲,Honor,Moral integrity unbroken
시우,眞弼,Hope,Faith in endless possibility
지호,慧宇,Vision,Imagination shaping tomorrow
수현,星俊,Light,Integrity shining through action
현우,京泰,Growth,Ambition toward greatness
유준,潤浩,Vision,Imagination shaping tomorrow
도윤,眞信,Wisdom,Insight born from experience
서준,映燦,Light,Integrity shining through action
성민,心賢,Vision,Purpose that leads forward
현우,花燦,Strength,Unshakable courage and will
지훈,慧潤,Light,Brightness of a pure heart
유준,娜信,Growth,Patience that nurtures progress
민재,希宰,Wisdom,Insight born from experience
성민,星允,Vision,Imagination shaping tomorrow
재윤,娜弼,Vision,Imagination shaping tomorrow
지호,星宰,Hope,Faith in endless possibility
도윤,善浩,Unity,Connection that bridges hearts
서준,潾宇,Faith,Loyalty beyond time
현준,希成,Peace,Calm strength in adversity
지훈,潾允,Vision,Imagination shaping tomorrow
도윤,珠民,Honor,Dignity in every action
서준,星泰,Honor,Pride guided by righteousness
준호,慧鎭,Unity,Connection that bridges hearts
지훈,賢宇,Unity,Connection that bridges hearts
성민,潾宇,Light,Brightness of a pure heart
재윤,心永,Peace,Balance between will and rest
태윤,柔賢,Wisdom,Sharp mind and clear judgment
도윤,希浩,Honor,Pride guided by righteousness
우진,恩榮,Light,Integrity shining through action
우진,柔鎭,Growth,Patience that nurtures progress
태윤,希允,Hope,Optimism in every challenge
유준,瑛民,Light,Brightness of a pure heart
지훈,希燦,Light,Brightness of a pure heart
성민,希賢,Wisdom,Sharp mind and clear judgment
준호,彩信,Wisdom,Understanding that leads others
승우,賢浩,Light,Brightness of a pure heart
우진,柔民,Growth,Patience that nurtures progress
우진,潤潤,Wisdom,Understanding that leads others
수현,映哲,Justice,Principle above all things
준우,賢潾,Justice,Truth as the foundation
지호,希俊,Growth,Patience that nurtures progress
재윤,瑛民,Honor,Dignity in every action
민재,京周,Vision,Clarity to see beyond
유준,彩民,Justice,Truth as the foundation
준호,智炫,Justice,Principle above all things
준우,潤昊,Hope,Vision for a better future
유준,映允,Peace,Calm strength in adversity
도현,慧永,Light,Integrity shining through action
태윤,眞宰,Honor,Dignity in every action
우진,京宇,Honor,Moral integrity unbroken
서준,心永,Courage,Fearless pursuit of right
지훈,潾燦,Strength,Enduring force of conviction
민재,眞信,Courage,Bravery in every step
도윤,雅勇,Courage,Fearless pursuit of right
수현,心鎭,Unity,Harmony built on respect
현준,眞弼,Unity,Connection that bridges hearts
지호,善賢,Light,Clarity that guides others
성민,恩永,Growth,Patience that nurtures progress
우진,恩泰,Unity,Connection that bridges hearts
민준,順勇,Wisdom,Insight born from experience
우진,映昊,Hope,Optimism in every challenge
준호,映周,Faith,Dedication to truth and honor
우진,柔昊,Growth,Journey to self-mastery
도윤,眞信,Justice,Fairness guiding decisions
현우,京炫,Unity,Strength through cooperation
지호,恩鎭,Honor,Moral integrity unbroken
유준,善宇,Unity,Connection that bridges hearts
지호,善周,Justice,Fairness guiding decisions
현준,雅信,Faith,Dedication to truth and honor
승우,恩潤,Vision,Imagination shaping tomorrow
지훈,京民,Peace,Balance between will and rest
하준,柔榮,Justice,Truth as the foundation
지호,花民,Unity,Harmony built on respect
민준,映信,Wisdom,Understanding that leads others
준우,潤昊,Justice,Principle above all things
민준,星泰,Light,Brightness of a pure heart
도현,順信,Light,Clarity that guides others
민재,智弼,Growth,Journey to self-mastery
도윤,星成,Wisdom,Sharp mind and clear judgment
우진,美周,Justice,Truth as the foundation
도현,彩允,Light,Clarity that guides others
유준,映昊,Unity,Connection that bridges hearts
민준,恩宰,Wisdom,Understanding that leads others
현준,雅民,Light,Brightness of a pure heart
수현,珠炫,Peace,Calm strength in adversity
성민,慧永,Vision,Clarity to see beyond
시우,恩勇,Unity,Connection that bridges hearts
승우,賢周,Unity,Strength through cooperation
준호,眞榮,Vision,Imagination shaping tomorrow
민재,潾潤,Peace,Balance between will and rest
현우,智賢,Vision,Purpose that leads forward
우진,珠周,Hope,Vision for a better future
서준,娜民,Light,Brightness of a pure heart
지훈,智永,Peace,Tranquil heart of a leader
유준,潾潾,Faith,Unwavering belief and trust
하준,花周,Hope,Optimism in every challenge
도윤,眞弼,Peace,Calm strength in adversity
유준,珠哲,Honor,Moral integrity unbroken
현우,潾宇,Honor,Moral integrity unbroken
유준,希弼,Vision,Purpose that leads forward
민준,雅泰,Faith,Unwavering belief and trust
민준,珠勇,Peace,Tranquil heart of a leader
준우,潤勇,Justice,Truth as the foundation
승우,希允,Justice,Fairness guiding decisions
태윤,潤昊,Light,Brightness of a pure heart
민준,智成,Light,Brightness of a pure heart
현준,星炫,Hope,Optimism in every challenge
준호,智哲,Vision,Imagination shaping tomorrow
서준,映昊,Courage,Will to face all trials
성민,眞榮,Growth,Ambition toward greatness
시우,智榮,Light,Brightness of a pure heart
태윤,花周,Courage,Bravery in every step
시우,賢潾,Faith,Loyalty beyond time
도윤,柔基,Peace,Calm strength in adversity
수현,恩允,Strength,Power built from perseverance
민준,珠俊,Light,Clarity that guides others
하준,京昊,Vision,Purpose that leads forward
재윤,希民,Vision,Imagination shaping tomorrow
민준,希勇,Peace,Balance between will and rest
도현,賢潾,Unity,Harmony built on respect
하준,恩潤,Hope,Faith in endless possibility
지훈,彩周,Courage,Will to face all trials
도현,希潾,Wisdom,Understanding that leads others
태윤,順宇,Light,Integrity shining through action
민재,智永,Faith,Loyalty beyond time
승우,瑛周,Peace,Calm strength in adversity
승우,順潾,Courage,Will to face all trials
지훈,雅民,Growth,Journey to self-mastery
유준,恩俊,Courage,Fearless pursuit of right
유준,京宰,Courage,Bravery in every step
승우,賢宇,Hope,Vision for a better future
현우,順哲,Unity,Strength through cooperation
시우,心榮,Hope,Optimism in every challenge
서준,慧潤,Faith,Dedication to truth and honor
준우,柔哲,Peace,Calm strength in adversity
준우,雅俊,Peace,Tranquil heart of a leader
하준,潾民,Faith,Loyalty beyond time
도윤,瑛成,Growth,Patience that nurtures progress
유준,美俊,Light,Brightness of a pure heart
현준,善燦,Honor,Pride guided by righteousness
민준,慧允,Growth,Ambition toward greatness
수현,娜泰,Faith,Loyalty beyond time
민재,京潾,Courage,Fearless pursuit of right
재윤,柔民,Peace,Balance between will and rest
준호,映燦,Growth,Patience that nurtures progress
민재,珠潤,Wisdom,Sharp mind and clear judgment
준우,善弼,Honor,Pride guided by righteousness
현우,柔信,Honor,Dignity in every action
준호,善昊,Light,Integrity shining through action
수현,眞勇,Unity,Harmony built on respect
서준,潤勇,Growth,Journey to self-mastery
태윤,希燦,Light,Brightness of a pure heart
태윤,心成,Courage,Bravery in every step
서준,眞潾,Growth,Ambition toward greatness
민준,心潤,Faith,Loyalty beyond time
성민,柔潤,Vision,Purpose that leads forward
수현,花信,Courage,Bravery in every step
현준,映賢,Vision,Imagination shaping tomorrow
서준,瑛哲,Courage,Bravery in every step
현준,京允,Courage,Bravery in every step
하준,星潤,Growth,Patience that nurtures progress
도윤,潾勇,Peace,Balance between will and rest
승우,善宇,Vision,Purpose that leads forward
도현,智勇,Unity,Strength through cooperation
태윤,珠信,Growth,Ambition toward greatness
민재,京民,Light,Brightness of a pure heart
현우,彩賢,Peace,Calm strength in adversity
시우,星宰,Peace,Balance between will and rest
하준,心民,Honor,Pride guided by righteousness
시우,眞俊,Unity,Harmony built on respect
준우,智昊,Vision,Clarity to see beyond
현준,恩燦,Light,Brightness of a pure heart
지훈,順信,Growth,Patience that nurtures progress
준우,瑛賢,Faith,Dedication to truth and honor
도현,星鎭,Strength,Unshakable courage and will
승우,彩昊,Hope,Faith in endless possibility
서준,潤榮,Honor,Moral integrity unbroken
태윤,花基,Honor,Moral integrity unbroken
태윤,映鎭,Honor,Pride guided by righteousness
현준,彩鎭,Wisdom,Sharp mind and clear judgment
수현,彩榮,Hope,Vision for a better future
태윤,善信,Honor,Moral integrity unbroken
민준,雅榮,Unity,Harmony built on respect
준우,恩勇,Peace,Tranquil heart of a leader
도윤,彩昊,Courage,Will to face all trials
서준,慧昊,Honor,Pride guided by righteousness
도현,賢炫,Vision,Imagination shaping tomorrow
성민,智潤,Justice,Principle above all things
준우,眞潾,Vision,Imagination shaping tomorrow
도윤,美炫,Unity,Strength through cooperation
지훈,彩民,Vision,Imagination shaping tomorrow
재윤,善宰,Faith,Unwavering belief and trust
성민,珠昊,Vision,Imagination shaping tomorrow
재윤,京泰,Growth,Patience that nurtures progress
도현,瑛潤,Faith,Loyalty beyond time
현준,善泰,Wisdom,Insight born from experience
도현,娜榮,Growth,Journey to self-mastery
도윤,雅宇,Vision,Imagination shaping tomorrow
지호,美允,Vision,Clarity to see beyond
민재,善允,Peace,Calm strength in adversity
재윤,美勇,Light,Integrity shining through action
수현,心榮,Wisdom,Insight born from experience
수현,柔潤,Faith,Dedication to truth and honor
지호,潤潤,Justice,Principle above all things
지훈,恩允,Courage,Bravery in every step
현우,賢基,Hope,Vision for a better future
현우,恩永,Justice,Fairness guiding decisions
성민,賢永,Faith,Dedication to truth and honor
도윤,柔潤,Light,Clarity that guides others
지훈,京鎭,Courage,Bravery in every step
현준,潾哲,Light,Clarity that guides others
수현,珠炫,Wisdom,Understanding that leads others
시우,恩昊,Unity,Strength through cooperation
태윤,恩潤,Wisdom,Sharp mind and clear judgment
준호,映泰,Growth,Journey to self-mastery
유준,珠潤,Strength,Enduring force of conviction
시우,潤俊,Peace,Tranquil heart of a leader
성민,花俊,Faith,Unwavering belief and trust
우진,娜榮,Light,Integrity shining through action
우진,潤基,Unity,Connection that bridges hearts
하준,星弼,Peace,Balance between will and rest
수현,星俊,Honor,Pride guided by righteousness
지훈,順燦,Faith,Dedication to truth and honor
민재,京昊,Strength,Enduring force of conviction
시우,瑛浩,Justice,Fairness guiding decisions
수현,希賢,Justice,Fairness guiding decisions
민준,彩哲,Light,Integrity shining through action
준우,善泰,Vision,Clarity to see beyond
도현,柔允,Justice,Principle above all things
성민,潤榮,Strength,Enduring force of conviction
준호,瑛成,Strength,Power built from perseverance
시우,希宇,Light,Integrity shining through action
도윤,星浩,Hope,Vision for a better future
서준,彩賢,Unity,Strength through cooperation
준우,雅宰,Peace,Calm strength in adversity
도현,賢鎭,Light,Clarity that guides others
유준,心宇,Light,Brightness of a pure heart
서준,善燦,Faith,Dedication to truth and honor
시우,柔哲,Light,Clarity that guides others
준우,雅昊,Justice,Truth as the foundation
서준,善宰,Unity,Harmony built on respect
준우,智基,Strength,Enduring force of conviction
민준,慧民,Unity,Harmony built on respect
수현,瑛賢,Faith,Dedication to truth and honor
우진,彩鎭,Strength,Enduring force of conviction
승우,美周,Vision,Clarity to see beyond
현준,善潾,Hope,Vision for a better future
태윤,星燦,Courage,Fearless pursuit of right
성민,心浩,Light,Brightness of a pure heart
태윤,娜泰,Honor,Moral integrity unbroken
재윤,心勇,Courage,Will to face all trials
서준,柔允,Wisdom,Insight born from experience
지훈,美浩,Peace,Calm strength in adversity
도현,彩燦,Peace,Calm strength in adversity
도현,京潾,Light,Integrity shining through action
유준,珠榮,Wisdom,Sharp mind and clear judgment
하준,賢哲,Peace,Balance between will and rest
지호,潾潾,Faith,Loyalty beyond time
유준,眞勇,Wisdom,Sharp mind and clear judgment
도윤,心榮,Unity,Connection that bridges hearts
우진,慧燦,Unity,Connection that bridges hearts
준우,星勇,Growth,Journey to self-mastery
현우,希浩,Justice,Principle above all things
우진,眞哲,Courage,Fearless pursuit of right
민준,彩潾,Growth,Journey to self-mastery
시우,映民,Unity,Strength through cooperation
현준,柔哲,Justice,Truth as the foundation
하준,柔宇,Vision,Clarity to see beyond
지호,潤昊,Vision,Purpose that leads forward
서준,智浩,Hope,Vision for a better future
도윤,珠哲,Light,Integrity shining through action
준우,花民,Honor,Pride guided by righteousness
민재,心永,Strength,Power built from perseverance
민재,智信,Wisdom,Sharp mind and clear judgment
준우,慧浩,Unity,Connection that bridges hearts
승우,雅鎭,Vision,Purpose that leads forward
지훈,映昊,Courage,Will to face all trials
서준,慧民,Honor,Moral integrity unbroken
하준,柔潤,Light,Integrity shining through action
유준,善泰,Growth,Journey to self-mastery
서준,柔俊,Strength,Power built from perseverance
현준,雅宇,Vision,Purpose that leads forward
도현,智潾,Light,Clarity that guides others
지호,映哲,Courage,Fearless pursuit of right
우진,善宇,Justice,Principle above all things
시우,賢潾,Unity,Harmony built on respect
현우,希榮,Vision,Imagination shaping tomorrow
서준,珠宇,Honor,Moral integrity unbroken
준호,善宇,Growth,Journey to self-mastery
현우,花勇,Unity,Strength through cooperation
재윤,柔炫,Wisdom,Understanding that leads others
